id,Sentence,NER Tag
66,"['They', 'also', 'mandate', 'screening', 'of', 'all', 'U.S.-bound', 'cargo', 'on', 'planes', 'and', 'ships', 'within', 'the', 'next', 'five', 'years', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
67,"['Burmese', 'democracy', 'advocate', 'Aung', 'San', 'Suu', 'Kyi', 'is', 'calling', 'on', 'citizens', 'in', 'her', 'country', 'to', 'work', 'toward', 'national', 'reconciliation', 'in', 'the', 'new', 'year', '.']","['B-gpe', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
68,"['In', 'a', 'statement', 'Friday', ',', 'she', 'asked', 'the', 'Burmese', 'people', 'to', '""', 'struggle', 'together', 'with', 'new', 'strengths', ',', 'new', 'force', 'and', 'new', 'words', '""', 'in', '2011', '.']","['O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
69,"['Global', 'health', 'experts', 'said', 'cancer', 'will', 'become', 'the', 'leading', 'cause', 'of', 'death', 'in', 'the', 'world', 'by', '2010', ',', 'overtaking', 'heart', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O']"
70,"['The', '65-year-old', 'advocate', 'for', 'democratic', 'reforms', 'in', 'Burma', 'was', 'released', 'after', 'more', 'than', 'seven', 'years', 'of', 'house', 'arrest', 'on', 'November', '13', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
71,"['That', 'was', 'just', 'days', 'after', 'the', 'country', ""'s"", 'military', 'rulers', 'claimed', 'an', 'overwhelming', 'victory', 'in', 'Burma', ""'s"", 'widely', 'criticized', 'first', 'election', 'in', 'two', 'decades', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
72,"['She', 'said', 'in', 'the', 'statement', 'that', 'Burmese', 'people', 'need', 'to', 'establish', 'political', 'and', 'social', 'networks', 'to', 'achieve', '""', 'national', 'reconciliation', 'as', 'well', 'as', 'a', 'truly', 'united', 'spirit', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
73,"['The', 'United', 'States', 'on', 'Thursday', 'again', 'called', 'for', 'Burma', ""'s"", 'leaders', 'to', 'free', 'the', 'more', 'than', '2,200', 'political', 'prisoners', 'in', 'the', 'country', 'and', 'engage', 'in', 'talks', 'to', 'promote', 'democracy', '.']","['O', 'B-geo', 'I-geo', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
74,"['Former', 'U.S.', 'President', 'Bill', 'Clinton', 'has', 'assembled', 'world', 'leaders', ',', 'activists', 'and', 'academics', 'in', 'New', 'York', 'to', 'address', 'the', 'issues', 'of', 'poverty', ',', 'global', 'warning', 'and', 'conflict', '.']","['O', 'B-org', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,"['Opening', 'Thursday', ',', 'the', 'Clinton', 'Global', 'Initiative', ""'s"", 'conference', 'coincides', 'with', 'the', 'Millennium', 'summit', 'of', 'the', 'United', 'Nations', 'General', 'Assembly', '.']","['O', 'B-tim', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O']"
76,"['Mr.', 'Clinton', 'says', 'the', 'focus', 'of', 'the', 'three-day', 'conference', 'is', 'to', 'secure', 'concrete', 'pledges', 'from', 'leaders', 'to', 'address', 'significant', 'problems', ',', 'not', 'to', 'simply', 'talk', 'about', 'them', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
77,"['Organizers', 'say', 'the', 'conference', 'is', 'different', 'from', 'other', 'forums', 'because', 'participants', 'are', 'required', 'to', 'pledge', 'to', 'address', 'issues', 'in', 'concrete', 'ways', 'and', 'to', 'report', 'back', 'on', 'their', 'progress', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
78,"['Expected', 'attendees', 'or', 'speakers', 'include', 'British', 'Prime', 'Minister', 'Tony', 'Blair', ',', 'U.N.', 'Secretary', 'General', 'Kofi', 'Annan', 'and', 'Israel', ""'s"", 'Deputy', 'Prime', 'Minister', 'Shimon', 'Peres', '.']","['O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'B-org', 'B-per', 'B-org', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'O']"
79,"['Peruvian', 'election', 'officials', 'say', 'the', 'narrow', 'gap', 'between', 'two', 'candidates', 'vying', 'for', 'the', 'second', 'spot', 'on', 'the', 'ballot', 'for', 'the', 'country', ""'s"", 'run-off', 'presidential', 'election', 'has', 'tightened', 'further', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
80,"['A', 'World', 'Health', 'Organization', 'report', 'issued', 'Tuesday', 'said', 'one', 'factor', 'behind', 'cancer', ""'s"", 'growing', 'deadliness', 'is', 'rising', 'cigarette', 'smoking', 'in', 'developing', 'countries', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,"['Officials', 'said', 'Sunday', 'former', 'center-left', 'president', 'Alan', 'Garcia', 'leads', 'pro-business', 'congresswoman', 'Lourdes', 'Flores', 'by', 'less', 'than', '96,000', 'votes', ',', 'with', 'nearly', '90', 'percent', 'of', 'the', 'votes', 'counted', '.']","['O', 'O', 'B-tim', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
82,"['Garcia', 'led', 'Flores', 'by', 'nearly', '1,10,000', 'votes', 'on', 'Saturday', '.']","['B-per', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
83,"['The', 'surge', 'by', 'Flores', 'is', 'attributed', 'to', 'heavy', 'support', 'among', 'Peruvians', 'living', 'abroad', 'whose', 'votes', 'are', 'apparently', 'starting', 'to', 'impact', 'the', 'election', 'tally', '.']","['O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['Since', 'no', 'candidate', 'received', 'half', 'of', 'the', 'vote', 'in', 'the', 'April', '9', 'election', ',', 'a', 'presidential', 'run-off', 'will', 'be', 'held', '30', 'days', 'after', 'the', 'final', 'results', 'are', 'announced', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
85,"['Either', 'Garcia', 'or', 'Flores', 'will', 'take', 'on', 'nationalist', 'Ollanta', 'Humala', ',', 'who', 'took', '31', 'percent', 'of', 'the', 'vote', '.']","['O', 'B-per', 'O', 'B-per', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,"['Chilean', 'authorities', 'have', 'freed', 'on', 'bail', 'the', 'wife', 'and', 'four', 'adult', 'children', 'of', 'former', 'dictator', 'Augusto', 'Pinochet', ',', 'a', 'day', 'after', 'they', 'were', 'detained', 'on', 'tax', 'evasion', 'charges', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
87,"['Lucia', 'Hiriart', 'and', 'her', 'children', 'were', 'arrested', 'Monday', 'as', 'part', 'of', 'an', 'investigation', 'into', 'millions', 'of', 'dollars', 'kept', 'in', 'bank', 'accounts', 'abroad', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
88,"['A', 'fifth', 'child', ',', 'daughter', 'Lucia', ',', 'is', 'also', 'charged', ',', 'but', 'her', 'whereabouts', 'are', 'unknown', '.']","['O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
89,"['If', 'located', ',', 'she', 'will', 'be', 'prohibited', 'from', 'leaving', 'the', 'country', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
90,"['General', 'Pinochet', 'has', 'been', 'indicted', 'for', 'tax', 'fraud', 'for', 'allegedly', 'hiding', '$', '27', 'million', 'in', 'foreign', 'bank', 'accounts', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
91,"['40', 'percent', 'of', 'the', 'world', ""'s"", 'smokers', 'are', 'thought', 'to', 'live', 'in', 'China', 'and', 'India', 'alone', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O']"
92,"['The', 'former', 'dictator', 'also', 'faces', 'human', 'rights', 'charges', 'related', 'to', 'his', 'rule', 'in', 'the', 'mid-1970s', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
93,"['His', 'lawyers', 'say', 'he', 'is', 'not', 'healthy', 'enough', 'to', 'stand', 'trial', ',', 'but', 'court-ordered', 'doctors', 'say', 'he', 'is', 'fit', 'enough', 'to', 'do', 'so', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
94,"['Rebel', 'sources', 'in', 'Mexico', 'say', 'a', 'female', 'leader', 'of', 'the', 'Zapatista', 'rebel', 'movement', 'has', 'died', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
95,"['Zapatista', 'leader', 'Subcomandante', 'Marcos', 'Friday', 'announced', 'the', 'death', 'of', 'Comandante', 'Ramona', ',', 'saying', 'Mexico', 'had', 'lost', 'a', 'fighter', 'and', 'the', 'Zapatistas', 'had', 'lost', 'a', 'piece', 'of', 'their', 'heart', '.']","['B-geo', 'O', 'B-geo', 'I-geo', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
96,"['The', 'announcement', 'came', 'during', 'a', 'stop', 'in', 'Chiapas', ',', 'six', 'days', 'into', 'the', 'leader', ""'s"", 'nationwide', 'tour', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
97,"['The', 'nature', 'of', 'Comandante', 'Ramona', ""'s"", 'death', 'was', 'not', 'immediately', 'clear', ',', 'but', 'it', 'was', 'rumored', 'that', 'she', 'had', 'cancer', 'or', 'a', 'kidney', 'disease', '.']","['O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
98,"['She', 'had', 'once', 'received', 'a', 'kidney', 'transplant', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
99,"['The', 'mysterious', 'female', 'leader', 'was', 'a', 'Tzotzil', 'Indian', 'and', 'a', 'promoter', 'of', 'women', ""'s"", 'rights', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
100,"['She', 'was', 'a', 'longtime', 'member', 'of', 'the', 'Zapatista', 'movement', 'and', 'appeared', 'in', 'public', 'wearing', 'a', 'black', 'ski', 'mask', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
101,"['On', 'January', '1', ',', 'Subcomandante', 'Marcos', 'emerged', 'from', 'his', 'jungle', 'hideout', 'to', 'begin', 'a', 'six-month', 'nationwide', 'tour', 'in', 'a', 'bid', 'to', 'influence', 'this', 'year', ""'s"", 'presidential', 'elections', '.']","['O', 'B-tim', 'I-tim', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
102,"['The', 'WHO', 'report', 'said', 'an', 'estimated', '12', 'million', 'people', 'will', 'be', 'diagnosed', 'with', 'some', 'form', 'of', 'cancer', 'this', 'year', '.']","['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
103,"['Representatives', 'of', 'the', 'Washington-based', 'Council', 'on', 'American-Islamic', 'Relations', 'have', 'appealed', 'for', 'the', 'release', 'of', 'kidnapped', 'American', 'journalist', 'Jill', 'Carroll', '.']","['O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-per', 'I-per', 'O']"
104,"['In', 'Baghdad', 'Saturday', ',', 'an', 'official', 'with', 'the', 'influential', 'Islamic', 'group', 'called', 'on', 'Carroll', ""'s"", 'abductors', 'to', 'release', 'her', 'unharmed', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
105,"['In', 'an', 'earlier', 'statement', ',', 'the', 'group', 'said', 'the', '28-year-old', 'journalist', 'has', 'a', 'well-documented', 'record', 'of', 'objective', 'reporting', 'and', 'respect', 'for', 'both', 'the', 'Iraqi', 'people', 'and', 'Arab-Islamic', 'culture', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O']"
106,"['There', 'still', 'is', 'no', 'word', 'on', 'the', 'journalist', ""'s"", 'fate', ',', 'following', 'a', 'threat', 'by', 'her', 'kidnappers', 'to', 'execute', 'her', 'Friday', 'unless', 'all', 'eight', 'female', 'detainees', 'in', 'American', 'custody', 'in', 'Iraq', 'were', 'released', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
107,"['Meanwhile', ',', 'a', 'militant', 'group', 'has', 'kidnapped', 'the', 'son', 'of', 'a', 'senior', 'Iraqi', 'Defense', 'Ministry', 'official', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-org', 'I-org', 'O', 'O']"
108,"['In', 'a', 'videotape', 'shown', 'on', 'al-Arabiya', '(', 'Saturday', ')', ',', 'kidnappers', 'threatened', 'to', 'kill', 'the', 'son', 'of', 'Brigadier-General', 'Sabah', 'Abd', 'al-Karim', 'unless', 'Iraqi', 'security', 'forces', 'stop', 'cooperating', 'with', 'U.S.-led', 'coalition', 'troops', 'in', 'Iraq', '.']","['O', 'O', 'O', 'O', 'B-art', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
109,"['Leading', 'Muslim', 'groups', 'attending', 'an', 'anti-terrorism', 'conference', 'in', 'northern', 'India', 'have', 'denounced', 'terrorism', 'as', '""', 'un-Islamic', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
110,"['The', 'declaration', 'was', 'made', 'by', 'thousands', 'of', 'scholars', 'and', 'clerics', 'Monday', 'at', 'the', 'country', ""'s"", 'top', 'Islamic', 'seminary', '-', 'the', '150-year-old', 'Darul-Uloom', 'Deoband', 'in', 'Uttar', 'Pradesh', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
111,"['Their', 'statement', 'said', 'any', 'terrorist', 'activity', 'targeting', 'innocent', 'people', 'contradicts', 'Islam', ""'s"", 'concept', 'of', 'peace', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O']"
112,"['It', 'described', 'Islam', 'as', 'a', 'religion', 'of', 'mercy', ',', 'and', 'it', 'condemned', 'all', 'kinds', 'of', 'oppression', ',', 'violence', 'and', 'terrorism', '.']","['O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
113,"['The', 'Pakistani', 'military', 'launched', 'its', 'offensive', 'in', 'Orakzai', 'to', 'hunt', 'Taliban', 'insurgents', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-org', 'O', 'O']"
114,"['It', 'predicts', 'that', '7.6', 'million', 'of', 'them', 'will', 'die', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
115,"['However', ',', 'the', 'statement', 'also', 'called', 'on', 'the', 'Indian', 'government', 'to', 'ensure', 'that', 'members', 'of', 'the', 'Muslim', 'community', 'are', 'not', 'harassed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
116,"['It', 'said', 'that', 'whenever', 'there', 'is', 'a', 'terrorist', 'attack', ',', 'attempts', 'are', 'made', 'to', 'link', 'the', 'attack', 'to', 'Muslims', 'who', 'have', 'studied', 'in', 'madrassas', 'or', 'religious', 'schools', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
117,"['The', 'declaration', 'also', 'said', 'many', 'innocent', 'Muslims', 'are', 'spending', 'their', 'lives', 'behind', 'bars', ',', 'having', 'been', 'falsely', 'accused', 'of', 'involvement', 'in', 'acts', 'of', 'terror', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
118,"['Microsoft', 'founder', 'Bill', 'Gates', 'and', 'the', 'government', 'of', 'Norway', 'have', 'pledged', 'more', 'than', '$', '1', 'billion', 'for', 'a', 'campaign', 'to', 'vaccinate', 'most', 'of', 'the', 'world', ""'s"", 'poorest', 'children', '.']","['B-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
119,"['Donors', 'say', 'they', 'hope', 'the', '$', '750', 'million', 'grant', 'from', 'the', 'Bill', 'and', 'Melinda', 'Gates', 'Foundation', 'and', 'a', 'pledge', 'from', 'Norway', 'for', '$', '290', 'million', 'spurs', 'other', 'foundations', 'and', 'governments', 'to', 'invest', 'in', 'The', 'Global', 'Alliance', 'for', 'Vaccines', 'and', 'Immunization', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
120,"['The', 'alliance', 'hopes', 'to', 'immunize', '90', 'percent', 'of', 'the', 'world', ""'s"", 'children', 'by', '2015', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
121,"['The', 'group', 'estimates', 'it', 'will', 'cost', '$', '8', 'to', '$', '12', 'billion', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
122,"['The', 'World', 'Health', 'Organization', 'estimates', 'two', 'million', 'people', 'die', 'each', 'year', 'from', 'diseases', 'that', 'are', 'easily', 'prevented', 'by', 'basic', 'vaccines', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
123,"['Spain', 'has', 'begun', 'a', 'trial', 'for', '24', 'suspected', 'al-Qaida', 'members', ',', 'including', 'three', 'accused', 'of', 'helping', 'plan', 'the', 'September', '11', ',', '2001', 'terrorist', 'attacks', 'in', 'the', 'United', 'States', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
124,"['The', 'defendants', 'appeared', 'in', 'a', 'Madrid', 'court', 'Friday', ',', 'behind', 'bulletproof', 'glass', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O']"
125,"['Health', 'experts', 'predicted', 'the', 'number', 'of', 'people', 'who', 'die', 'from', 'cancer', 'will', 'soon', 'be', 'greater', 'than', 'deaths', 'from', 'AIDS', ',', 'tuberculosis', 'and', 'malaria', 'combined', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-nat', 'O', 'O', 'O', 'O', 'O', 'O']"
126,"['More', 'than', '100', 'armed', 'police', 'are', 'providing', 'security', 'at', 'a', 'remodeled', 'courtroom', ',', 'specially-built', 'for', 'trials', 'with', 'multiple', 'defendants', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
127,"['Among', 'the', 'accused', 'is', 'the', 'suspected', 'leader', 'of', 'the', 'Spanish', 'al-Qaida', 'cell', '-', 'Syrian-born', 'Imad', 'Eddin', 'Barakat', 'Yarkas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-org', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O']"
128,"['He', 'allegedly', 'organized', 'a', 'meeting', 'of', 'terror', 'suspects', 'in', 'Spain', 'during', 'which', 'details', 'of', 'the', 'September', '11', 'attacks', 'were', 'finalized', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O']"
129,"['Prosecutors', 'are', 'asking', 'that', 'the', 'leader', 'of', 'the', 'group', 'be', 'sentenced', 'to', 'more', 'than', '60,000', 'years', 'in', 'prison', 'if', 'convicted', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
130,"['European', 'Union', 'observers', 'are', 'preparing', 'to', 'monitor', 'Palestinian', 'parliamentary', 'elections', 'in', 'the', 'West', 'Bank', 'and', 'Gaza', 'Strip', ',', 'despite', 'recent', 'kidnappings', 'of', 'foreigners', '.']","['B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
131,"['Chief', 'EU', 'observer', 'Veronique', 'De', 'Keyser', 'says', 'her', 'group', 'is', 'making', 'regular', 'security', 'assessments', 'and', 'taking', 'all', 'necessary', 'precautions', '.']","['O', 'B-org', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
